bootstrap_replicate,support_fraction,baseline_motif_count,replicate_discovered_motif_count,retained_baseline_motif_count,novel_motif_count,discovery_set_retention,discovery_set_jaccard
152,0.2,542,4545,542,4003,1.0,0.11925192519251925
152,0.3,342,1952,342,1610,1.0,0.17520491803278687
153,0.1,1098,9995,1098,8897,1.0,0.10985492746373186
153,0.2,542,4763,542,4221,1.0,0.11379382741969347
153,0.3,342,1876,342,1534,1.0,0.18230277185501065
154,0.1,1098,13045,1098,11947,1.0,0.08417018014564967
154,0.2,542,5344,542,4802,1.0,0.10142215568862276
154,0.3,342,2355,342,2013,1.0,0.14522292993630573
155,0.1,1098,11658,1098,10560,1.0,0.0941842511580031
155,0.2,542,4966,542,4424,1.0,0.10914216673378976
155,0.3,342,2223,342,1881,1.0,0.15384615384615385
156,0.1,1098,12648,1098,11550,1.0,0.08681214421252371
156,0.2,542,5484,542,4942,1.0,0.0988329686360321
156,0.3,342,2306,342,1964,1.0,0.14830875975715524
157,0.1,1098,10980,1098,9882,1.0,0.1
157,0.2,542,4932,542,4390,1.0,0.10989456609894566
157,0.3,342,2212,342,1870,1.0,0.1546112115732369
158,0.1,1098,12596,1098,11498,1.0,0.08717053032708796
158,0.2,542,5195,542,4653,1.0,0.1043310875842156
158,0.3,342,2131,342,1789,1.0,0.16048803378695448
159,0.1,1098,13994,1098,12896,1.0,0.07846219808489352
159,0.2,542,5806,542,5264,1.0,0.09335170513262142
159,0.3,342,2588,342,2246,1.0,0.1321483771251932
160,0.1,1098,12251,1098,11153,1.0,0.08962533670720757
160,0.2,542,4913,542,4371,1.0,0.11031956035009159
160,0.3,342,2227,342,1885,1.0,0.1535698248765155
161,0.1,1098,13131,1098,12033,1.0,0.08361891706648389
161,0.2,542,5252,542,4710,1.0,0.1031987814166032
161,0.3,342,2365,342,2023,1.0,0.14460887949260043
162,0.1,1098,12051,1098,10953,1.0,0.09111277072442121
162,0.2,542,5532,542,4990,1.0,0.09797541576283442
162,0.3,342,2259,342,1917,1.0,0.15139442231075698
163,0.1,1098,11043,1098,9945,1.0,0.09942950285248574
163,0.2,542,4478,542,3936,1.0,0.12103617686467173
163,0.3,342,1987,342,1645,1.0,0.17211877201811776
164,0.1,1098,12263,1098,11165,1.0,0.08953763353176221
164,0.2,542,4893,542,4351,1.0,0.11077048845289189
164,0.3,342,2021,342,1679,1.0,0.16922315685304304
165,0.1,1098,13259,1098,12161,1.0,0.08281167508861906
165,0.2,542,5261,542,4719,1.0,0.1030222391180384
165,0.3,342,2252,342,1910,1.0,0.15186500888099466
166,0.1,1098,12842,1098,11744,1.0,0.0855007008254166
166,0.2,542,4982,542,4440,1.0,0.10879164993978321
166,0.3,342,2034,342,1692,1.0,0.168141592920354
167,0.1,1098,12028,1098,10930,1.0,0.0912869970069837
167,0.2,542,4975,542,4433,1.0,0.10894472361809045
167,0.3,342,1965,342,1623,1.0,0.17404580152671756
168,0.1,1098,11155,1098,10057,1.0,0.09843119677274764
168,0.2,542,5077,542,4535,1.0,0.10675595824305692
168,0.3,342,2350,342,2008,1.0,0.14553191489361703
169,0.1,1098,12243,1098,11145,1.0,0.08968390100465572
169,0.2,542,4970,542,4428,1.0,0.1090543259557344
169,0.3,342,1873,342,1531,1.0,0.1825947677522691
170,0.1,1098,13853,1098,12755,1.0,0.07926080993286652
170,0.2,542,5621,542,5079,1.0,0.0964241238213841
170,0.3,342,2528,342,2186,1.0,0.13528481012658228
171,0.1,1098,12649,1098,11551,1.0,0.08680528104988537
171,0.2,542,4888,542,4346,1.0,0.11088379705400982
171,0.3,342,2102,342,1760,1.0,0.16270218839200762
172,0.1,1098,13617,1098,12519,1.0,0.0806345009914078
172,0.2,542,5803,542,5261,1.0,0.09339996553506807
172,0.3,342,2749,342,2407,1.0,0.1244088759548927
173,0.1,1098,15269,1098,14171,1.0,0.07191040670639859
173,0.2,542,6058,542,5516,1.0,0.08946847144272037
173,0.3,342,2608,342,2266,1.0,0.13113496932515337
174,0.1,1098,13241,1098,12143,1.0,0.08292425043425723
174,0.2,542,5389,542,4847,1.0,0.10057524587121915
174,0.3,342,2354,342,2012,1.0,0.14528462192013594
175,0.1,1098,14290,1098,13192,1.0,0.0768369489153254
175,0.2,542,5909,542,5367,1.0,0.09172448806904722
175,0.3,342,2715,342,2373,1.0,0.12596685082872927
176,0.1,1098,12266,1098,11168,1.0,0.0895157345507908
176,0.2,542,5185,542,4643,1.0,0.10453230472516875
176,0.3,342,2130,342,1788,1.0,0.16056338028169015
177,0.1,1098,11920,1098,10822,1.0,0.09211409395973154
177,0.2,542,4691,542,4149,1.0,0.11554039650394372
177,0.3,342,1750,342,1408,1.0,0.19542857142857142
178,0.1,1098,12127,1098,11029,1.0,0.0905417663065886
178,0.2,542,4621,542,4079,1.0,0.11729062973382384
178,0.3,342,2039,342,1697,1.0,0.16772927905836194
179,0.1,1098,15162,1098,14064,1.0,0.07241788682231895
179,0.2,542,5961,542,5419,1.0,0.09092434155343063
179,0.3,342,2242,342,1900,1.0,0.15254237288135594
180,0.1,1098,10705,1098,9607,1.0,0.10256889304063521
180,0.2,542,4473,542,3931,1.0,0.12117147328414934
180,0.3,342,2014,342,1672,1.0,0.16981132075471697
181,0.1,1098,10855,1098,9757,1.0,0.10115154306771074
181,0.2,542,4496,542,3954,1.0,0.12055160142348754
181,0.3,342,1990,342,1648,1.0,0.17185929648241205
182,0.1,1098,11009,1098,9911,1.0,0.0997365791625034
182,0.2,542,4283,542,3741,1.0,0.12654681298155498
182,0.3,342,1947,342,1605,1.0,0.17565485362095531
183,0.1,1098,11722,1098,10624,1.0,0.09367002218051527
183,0.2,542,5126,542,4584,1.0,0.10573546625048771
183,0.3,342,2124,342,1782,1.0,0.16101694915254236
184,0.1,1098,12960,1098,11862,1.0,0.08472222222222223
184,0.2,542,5119,542,4577,1.0,0.10588005469818323
184,0.3,342,2301,342,1959,1.0,0.14863102998696218
185,0.1,1098,12515,1098,11417,1.0,0.08773471833799441
185,0.2,542,4865,542,4323,1.0,0.11140801644398766
185,0.3,342,2199,342,1857,1.0,0.15552523874488403
186,0.1,1098,12082,1098,10984,1.0,0.09087899354411522
186,0.2,542,5172,542,4630,1.0,0.10479505027068832
186,0.3,342,2205,342,1863,1.0,0.15510204081632653
187,0.1,1098,12303,1098,11205,1.0,0.08924652523774688
187,0.2,542,4853,542,4311,1.0,0.11168349474551824
187,0.3,342,1858,342,1516,1.0,0.18406889128094725
188,0.1,1098,11836,1098,10738,1.0,0.09276782696857046
188,0.2,542,4904,542,4362,1.0,0.11052202283849918
188,0.3,342,2231,342,1889,1.0,0.15329448677722995
189,0.1,1098,11481,1098,10383,1.0,0.09563626861771622
189,0.2,542,4889,542,4347,1.0,0.11086111679280017
189,0.3,342,2214,342,1872,1.0,0.15447154471544716
190,0.1,1098,10208,1098,9110,1.0,0.10756269592476489
190,0.2,542,4129,542,3587,1.0,0.13126665052070718
190,0.3,342,1806,342,1464,1.0,0.1893687707641196
191,0.1,1098,11085,1098,9987,1.0,0.09905277401894452
191,0.2,542,4289,542,3747,1.0,0.12636978316623923
191,0.3,342,2016,342,1674,1.0,0.16964285714285715
192,0.1,1098,12804,1098,11706,1.0,0.08575445173383317
192,0.2,542,5354,542,4812,1.0,0.10123272319760926
192,0.3,342,2343,342,2001,1.0,0.14596670934699105
193,0.1,1098,14826,1098,13728,1.0,0.07405908539053015
193,0.2,542,6468,542,5926,1.0,0.08379715522572666
193,0.3,342,2899,342,2557,1.0,0.11797171438427044
194,0.1,1098,12094,1098,10996,1.0,0.09078882090292707
194,0.2,542,4934,542,4392,1.0,0.10985002026753142
194,0.3,342,2462,342,2120,1.0,0.1389114541023558
195,0.1,1098,12238,1098,11140,1.0,0.08972054257231574
195,0.2,542,4673,542,4131,1.0,0.11598544832013696
195,0.3,342,2035,342,1693,1.0,0.16805896805896806
196,0.1,1098,12617,1098,11519,1.0,0.08702544186415154
196,0.2,542,5458,542,4916,1.0,0.09930377427629168
196,0.3,342,2492,342,2150,1.0,0.13723916532905298
197,0.1,1098,12058,1098,10960,1.0,0.09105987725991044
197,0.2,542,4863,542,4321,1.0,0.11145383508122558
197,0.3,342,2105,342,1763,1.0,0.16247030878859858
198,0.1,1098,13009,1098,11911,1.0,0.08440310554231686
198,0.2,542,5328,542,4786,1.0,0.10172672672672672
198,0.3,342,2449,342,2107,1.0,0.13964883625969784
199,0.1,1098,13124,1098,12026,1.0,0.08366351722035964
199,0.2,542,5171,542,4629,1.0,0.10481531618642428
199,0.3,342,2431,342,2089,1.0,0.1406828465651995
200,0.1,1098,12772,1098,11674,1.0,0.08596930786094582
200,0.2,542,4911,542,4369,1.0,0.11036448788434128
200,0.3,342,2231,342,1889,1.0,0.15329448677722995
201,0.1,1098,9854,1098,8756,1.0,0.11142683174345444
201,0.2,542,4514,542,3972,1.0,0.12007089056269384
201,0.3,342,2079,342,1737,1.0,0.1645021645021645
202,0.1,1098,12937,1098,11839,1.0,0.08487284532735564
202,0.2,542,5353,542,4811,1.0,0.10125163459742201
202,0.3,342,2363,342,2021,1.0,0.14473127380448583
203,0.1,1098,13395,1098,12297,1.0,0.08197088465845465
203,0.2,542,5264,542,4722,1.0,0.10296352583586627
203,0.3,342,2079,342,1737,1.0,0.1645021645021645
204,0.1,1098,10804,1098,9706,1.0,0.10162902628656054
204,0.2,542,4651,542,4109,1.0,0.11653407869275424
204,0.3,342,2154,342,1812,1.0,0.15877437325905291
205,0.1,1098,13580,1098,12482,1.0,0.08085419734904271
205,0.2,542,4993,542,4451,1.0,0.10855197276186661
205,0.3,342,2634,342,2292,1.0,0.12984054669703873
206,0.1,1098,12621,1098,11523,1.0,0.08699786070834324
206,0.2,542,5303,542,4761,1.0,0.10220629832170469
206,0.3,342,2446,342,2104,1.0,0.13982011447260834
207,0.1,1098,11846,1098,10748,1.0,0.09268951544825257
207,0.2,542,4367,542,3825,1.0,0.12411266315548432
207,0.3,342,1921,342,1579,1.0,0.1780322748568454
208,0.1,1098,10575,1098,9477,1.0,0.10382978723404256
208,0.2,542,4290,542,3748,1.0,0.12634032634032635
208,0.3,342,1893,342,1551,1.0,0.18066561014263074
209,0.1,1098,11536,1098,10438,1.0,0.09518030513176144
209,0.2,542,4740,542,4198,1.0,0.11434599156118143
209,0.3,342,2110,342,1768,1.0,0.16208530805687205
210,0.1,1098,13339,1098,12241,1.0,0.08231501611814979
210,0.2,542,5577,542,5035,1.0,0.09718486641563565
210,0.3,342,2073,342,1731,1.0,0.1649782923299566
211,0.1,1098,12502,1098,11404,1.0,0.08782594784834427
211,0.2,542,5164,542,4622,1.0,0.10495739736638265
211,0.3,342,2352,342,2010,1.0,0.14540816326530612
212,0.1,1098,11918,1098,10820,1.0,0.09212955193824467
212,0.2,542,4570,542,4028,1.0,0.11859956236323851
212,0.3,342,2266,342,1924,1.0,0.15092674315975288
213,0.1,1098,12065,1098,10967,1.0,0.09100704517198509
213,0.2,542,5019,542,4477,1.0,0.1079896393703925
213,0.3,342,2111,342,1769,1.0,0.16200852676456656
214,0.1,1098,12942,1098,11844,1.0,0.08484005563282336
214,0.2,542,5150,542,4608,1.0,0.10524271844660193
214,0.3,342,2256,342,1914,1.0,0.15159574468085107
215,0.1,1098,11322,1098,10224,1.0,0.09697933227344992
215,0.2,542,5253,542,4711,1.0,0.10317913573196269
215,0.3,342,2294,342,1952,1.0,0.14908456843940715
216,0.1,1098,10891,1098,9793,1.0,0.10081718850426959
216,0.2,542,4224,542,3682,1.0,0.12831439393939395
216,0.3,342,1986,342,1644,1.0,0.17220543806646527
217,0.1,1098,12943,1098,11845,1.0,0.08483350073398749
217,0.2,542,5330,542,4788,1.0,0.10168855534709194
217,0.3,342,2498,342,2156,1.0,0.13690952762209768
218,0.1,1098,10829,1098,9731,1.0,0.10139440391541232
218,0.2,542,5117,542,4575,1.0,0.10592143834277898
218,0.3,342,2133,342,1791,1.0,0.16033755274261605
219,0.1,1098,11877,1098,10779,1.0,0.09244758777469057
219,0.2,542,4779,542,4237,1.0,0.11341284787612471
219,0.3,342,2049,342,1707,1.0,0.16691068814055637
220,0.1,1098,12882,1098,11784,1.0,0.08523521192361434
220,0.2,542,5395,542,4853,1.0,0.1004633920296571
220,0.3,342,2240,342,1898,1.0,0.15267857142857144
221,0.1,1098,14064,1098,12966,1.0,0.0780716723549488
221,0.2,542,5560,542,5018,1.0,0.0974820143884892
221,0.3,342,2649,342,2307,1.0,0.1291053227633069
222,0.1,1098,11714,1098,10616,1.0,0.09373399351203687
222,0.2,542,4746,542,4204,1.0,0.11420143278550358
222,0.3,342,2047,342,1705,1.0,0.16707376648754274
223,0.1,1098,13389,1098,12291,1.0,0.08200761819403989
223,0.2,542,5646,542,5104,1.0,0.09599716613531704
223,0.3,342,2616,342,2274,1.0,0.13073394495412843
224,0.1,1098,10039,1098,8941,1.0,0.1093734435700767
224,0.2,542,4202,542,3660,1.0,0.12898619704902428
224,0.3,342,1768,342,1426,1.0,0.19343891402714933
225,0.1,1098,11934,1098,10836,1.0,0.09200603318250378
225,0.2,542,4892,542,4350,1.0,0.11079313164349959
225,0.3,342,2068,342,1726,1.0,0.1653771760154739
226,0.1,1098,11355,1098,10257,1.0,0.09669749009247028
226,0.2,542,5087,542,4545,1.0,0.10654609789659918
226,0.3,342,2234,342,1892,1.0,0.153088630259624
227,0.1,1098,10825,1098,9727,1.0,0.10143187066974596
227,0.2,542,4609,542,4067,1.0,0.11759600781080495
227,0.3,342,1864,342,1522,1.0,0.1834763948497854
228,0.1,1098,12201,1098,11103,1.0,0.08999262355544628
228,0.2,542,5157,542,4615,1.0,0.10509986426216793
228,0.3,342,2355,342,2013,1.0,0.14522292993630573
229,0.1,1098,10346,1098,9248,1.0,0.10612797216315484
229,0.2,542,4620,542,4078,1.0,0.11731601731601732
229,0.3,342,1997,342,1655,1.0,0.171256885327992
230,0.1,1098,14129,1098,13031,1.0,0.07771250619293651
230,0.2,542,5607,542,5065,1.0,0.09666488318173712
230,0.3,342,2478,342,2136,1.0,0.13801452784503632
231,0.1,1098,13200,1098,12102,1.0,0.08318181818181818
231,0.2,542,5405,542,4863,1.0,0.10027752081406105
231,0.3,342,2248,342,1906,1.0,0.152135231316726
232,0.1,1098,11049,1098,9951,1.0,0.09937550909584578
232,0.2,542,5107,542,4565,1.0,0.10612884276483259
232,0.3,342,2033,342,1691,1.0,0.16822429906542055
233,0.1,1098,10930,1098,9832,1.0,0.10045745654162855
233,0.2,542,4283,542,3741,1.0,0.12654681298155498
233,0.3,342,1706,342,1364,1.0,0.20046893317702227
234,0.1,1098,11746,1098,10648,1.0,0.0934786310233271
234,0.2,542,5000,542,4458,1.0,0.1084
234,0.3,342,1934,342,1592,1.0,0.1768355739400207
235,0.1,1098,11371,1098,10273,1.0,0.09656142819452994
235,0.2,542,4719,542,4177,1.0,0.1148548421275694
235,0.3,342,2157,342,1815,1.0,0.15855354659248957
236,0.1,1098,12068,1098,10970,1.0,0.09098442161087172
236,0.2,542,5321,542,4779,1.0,0.10186055252772035
236,0.3,342,2216,342,1874,1.0,0.15433212996389892
237,0.1,1098,13430,1098,12332,1.0,0.08175725986597171
237,0.2,542,5648,542,5106,1.0,0.09596317280453258
237,0.3,342,2342,342,2000,1.0,0.14602903501280956
238,0.1,1098,11890,1098,10792,1.0,0.09234650967199327
238,0.2,542,5168,542,4626,1.0,0.10487616099071208
238,0.3,342,2402,342,2060,1.0,0.14238134887593673
239,0.1,1098,12010,1098,10912,1.0,0.09142381348875937
239,0.2,542,5126,542,4584,1.0,0.10573546625048771
239,0.3,342,2171,342,1829,1.0,0.1575310916628282
240,0.1,1098,11284,1098,10186,1.0,0.09730591988656505
240,0.2,542,4713,542,4171,1.0,0.11500106089539572
240,0.3,342,1980,342,1638,1.0,0.17272727272727273
241,0.1,1098,11825,1098,10727,1.0,0.09285412262156448
241,0.2,542,4693,542,4151,1.0,0.11549115704240358
241,0.3,342,2224,342,1882,1.0,0.15377697841726617
242,0.1,1098,13806,1098,12708,1.0,0.07953063885267275
242,0.2,542,5738,542,5196,1.0,0.09445799930289299
242,0.3,342,2412,342,2070,1.0,0.1417910447761194
243,0.1,1098,12375,1098,11277,1.0,0.08872727272727272
243,0.2,542,4908,542,4366,1.0,0.1104319478402608
243,0.3,342,2094,342,1752,1.0,0.16332378223495703
244,0.1,1098,12953,1098,11855,1.0,0.08476800741141048
244,0.2,542,5532,542,4990,1.0,0.09797541576283442
244,0.3,342,2498,342,2156,1.0,0.13690952762209768
245,0.1,1098,14370,1098,13272,1.0,0.07640918580375783
245,0.2,542,5645,542,5103,1.0,0.09601417183348096
245,0.3,342,2580,342,2238,1.0,0.1325581395348837
246,0.1,1098,11570,1098,10472,1.0,0.09490060501296456
246,0.2,542,4745,542,4203,1.0,0.11422550052687039
246,0.3,342,2319,342,1977,1.0,0.14747736093143596
247,0.1,1098,10499,1098,9401,1.0,0.10458138870368607
247,0.2,542,3792,542,3250,1.0,0.1429324894514768
247,0.3,342,1706,342,1364,1.0,0.20046893317702227
248,0.1,1098,9708,1098,8610,1.0,0.11310259579728059
248,0.2,542,3918,542,3376,1.0,0.1383358856559469
248,0.3,342,1704,342,1362,1.0,0.2007042253521127
249,0.1,1098,10191,1098,9093,1.0,0.10774212540476891
249,0.2,542,3960,542,3418,1.0,0.13686868686868686
249,0.3,342,1661,342,1319,1.0,0.20590006020469598
250,0.1,1098,11948,1098,10850,1.0,0.09189822564445932
250,0.2,542,4325,542,3783,1.0,0.1253179190751445
250,0.3,342,2141,342,1799,1.0,0.15973843998131715
251,0.1,1098,12989,1098,11891,1.0,0.08453306644083455
251,0.2,542,5431,542,4889,1.0,0.09979745903148592
251,0.3,342,2293,342,1951,1.0,0.14914958569559528
252,0.1,1098,11292,1098,10194,1.0,0.09723698193411265
252,0.2,542,5165,542,4623,1.0,0.10493707647628267
252,0.3,342,2364,342,2022,1.0,0.1446700507614213
253,0.1,1098,13688,1098,12590,1.0,0.08021624780829924
253,0.2,542,5713,542,5171,1.0,0.09487134605286189
253,0.3,342,2607,342,2265,1.0,0.13118527042577677
254,0.1,1098,13920,1098,12822,1.0,0.07887931034482759
254,0.2,542,5682,542,5140,1.0,0.09538894755367829
254,0.3,342,2896,342,2554,1.0,0.1180939226519337
255,0.1,1098,13753,1098,12655,1.0,0.07983712644513924
255,0.2,542,5826,542,5284,1.0,0.09303123927222795
255,0.3,342,2631,342,2289,1.0,0.12998859749144812
256,0.1,1098,11872,1098,10774,1.0,0.09248652291105121
256,0.2,542,5197,542,4655,1.0,0.10429093707908409
256,0.3,342,2163,342,1821,1.0,0.15811373092926492
257,0.1,1098,13405,1098,12307,1.0,0.08190973517344274
257,0.2,542,5416,542,4874,1.0,0.10007385524372231
257,0.3,342,2412,342,2070,1.0,0.1417910447761194
258,0.1,1098,14235,1098,13137,1.0,0.07713382507903056
258,0.2,542,5632,542,5090,1.0,0.09623579545454546
258,0.3,342,2503,342,2161,1.0,0.13663603675589292
259,0.1,1098,11067,1098,9969,1.0,0.0992138791000271
259,0.2,542,4439,542,3897,1.0,0.1220995719756702
259,0.3,342,2224,342,1882,1.0,0.15377697841726617
260,0.1,1098,12914,1098,11816,1.0,0.08502400495586186
260,0.2,542,5352,542,4810,1.0,0.10127055306427504
260,0.3,342,2738,342,2396,1.0,0.12490869247626005
261,0.1,1098,11513,1098,10415,1.0,0.09537045079475376
261,0.2,542,4948,542,4406,1.0,0.1095392077607114
261,0.3,342,2120,342,1778,1.0,0.16132075471698112
262,0.1,1098,11738,1098,10640,1.0,0.09354234111432953
262,0.2,542,4704,542,4162,1.0,0.11522108843537415
262,0.3,342,1910,342,1568,1.0,0.17905759162303664
263,0.1,1098,11108,1098,10010,1.0,0.09884767734965791
263,0.2,542,4730,542,4188,1.0,0.11458773784355179
263,0.3,342,2039,342,1697,1.0,0.16772927905836194
264,0.1,1098,11830,1098,10732,1.0,0.09281487743026205
264,0.2,542,4668,542,4126,1.0,0.11610968294772922
264,0.3,342,1997,342,1655,1.0,0.171256885327992
265,0.1,1098,11148,1098,10050,1.0,0.0984930032292788
265,0.2,542,4995,542,4453,1.0,0.1085085085085085
265,0.3,342,2110,342,1768,1.0,0.16208530805687205
266,0.1,1098,11474,1098,10376,1.0,0.0956946139097089
266,0.2,542,4715,542,4173,1.0,0.11495227995758218
266,0.3,342,2086,342,1744,1.0,0.16395014381591563
267,0.1,1098,10444,1098,9346,1.0,0.10513213328226734
267,0.2,542,4083,542,3541,1.0,0.13274553024736713
267,0.3,342,1732,342,1390,1.0,0.197459584295612
268,0.1,1098,13173,1098,12075,1.0,0.0833523115463448
268,0.2,542,5143,542,4601,1.0,0.10538596150106941
268,0.3,342,2081,342,1739,1.0,0.16434406535319557
269,0.1,1098,11121,1098,10023,1.0,0.0987321284057189
269,0.2,542,4880,542,4338,1.0,0.11106557377049181
269,0.3,342,2220,342,1878,1.0,0.15405405405405406
270,0.1,1098,12318,1098,11220,1.0,0.08913784705309304
270,0.2,542,5298,542,4756,1.0,0.1023027557568894
270,0.3,342,2358,342,2016,1.0,0.1450381679389313
271,0.1,1098,14343,1098,13245,1.0,0.07655302238025517
271,0.2,542,5851,542,5309,1.0,0.09263373782259443
271,0.3,342,2614,342,2272,1.0,0.13083397092578425
272,0.1,1098,13242,1098,12144,1.0,0.08291798821930221
272,0.2,542,5466,542,4924,1.0,0.0991584339553604
272,0.3,342,2367,342,2025,1.0,0.1444866920152091
273,0.1,1098,12669,1098,11571,1.0,0.08666824532322993
273,0.2,542,4810,542,4268,1.0,0.11268191268191269
273,0.3,342,2150,342,1808,1.0,0.15906976744186047
274,0.1,1098,10955,1098,9857,1.0,0.10022820629849384
274,0.2,542,4443,542,3901,1.0,0.12198964663515642
274,0.3,342,2018,342,1676,1.0,0.1694747274529237
275,0.1,1098,10717,1098,9619,1.0,0.10245404497527293
275,0.2,542,4431,542,3889,1.0,0.12232001805461522
275,0.3,342,2064,342,1722,1.0,0.16569767441860464
276,0.1,1098,12612,1098,11514,1.0,0.08705994291151284
276,0.2,542,5123,542,4581,1.0,0.10579738434511028
276,0.3,342,2218,342,1876,1.0,0.15419296663660956
277,0.1,1098,10702,1098,9604,1.0,0.10259764529994393
277,0.2,542,4448,542,3906,1.0,0.12185251798561152
277,0.3,342,1920,342,1578,1.0,0.178125
278,0.1,1098,12813,1098,11715,1.0,0.08569421681105127
278,0.2,542,5212,542,4670,1.0,0.10399079048349961
278,0.3,342,2381,342,2039,1.0,0.14363712725745484
279,0.1,1098,12020,1098,10922,1.0,0.0913477537437604
279,0.2,542,5199,542,4657,1.0,0.10425081746489709
279,0.3,342,2139,342,1797,1.0,0.15988779803646563
280,0.1,1098,11848,1098,10750,1.0,0.09267386900742741
280,0.2,542,4611,542,4069,1.0,0.11754500108436348
280,0.3,342,2194,342,1852,1.0,0.15587967183226983
281,0.1,1098,12025,1098,10927,1.0,0.0913097713097713
281,0.2,542,5055,542,4513,1.0,0.10722057368941643
281,0.3,342,2169,342,1827,1.0,0.15767634854771784
282,0.1,1098,11594,1098,10496,1.0,0.09470415732275315
282,0.2,542,4918,542,4376,1.0,0.11020740138267589
282,0.3,342,2130,342,1788,1.0,0.16056338028169015
283,0.1,1098,10779,1098,9681,1.0,0.10186473698858892
283,0.2,542,5006,542,4464,1.0,0.1082700759089093
283,0.3,342,2148,342,1806,1.0,0.15921787709497207
284,0.1,1098,11818,1098,10720,1.0,0.09290912167879506
284,0.2,542,5425,542,4883,1.0,0.09990783410138249
284,0.3,342,2458,342,2116,1.0,0.13913751017087062
285,0.1,1098,10046,1098,8948,1.0,0.10929723272944455
285,0.2,542,4058,542,3516,1.0,0.13356333169048792
285,0.3,342,1759,342,1417,1.0,0.19442865264354747
286,0.1,1098,11171,1098,10073,1.0,0.09829021573717661
286,0.2,542,5020,542,4478,1.0,0.10796812749003984
286,0.3,342,2410,342,2068,1.0,0.14190871369294605
287,0.1,1098,11841,1098,10743,1.0,0.09272865467443628
287,0.2,542,5264,542,4722,1.0,0.10296352583586627
287,0.3,342,2149,342,1807,1.0,0.15914378780828292
288,0.1,1098,9868,1098,8770,1.0,0.11126874746655857
288,0.2,542,3987,542,3445,1.0,0.1359418108853775
288,0.3,342,1803,342,1461,1.0,0.1896838602329451
289,0.1,1098,11877,1098,10779,1.0,0.09244758777469057
289,0.2,542,4687,542,4145,1.0,0.11563900149349264
289,0.3,342,1963,342,1621,1.0,0.17422312786551197
290,0.1,1098,11991,1098,10893,1.0,0.09156867650738054
290,0.2,542,5094,542,4552,1.0,0.10639968590498626
290,0.3,342,2183,342,1841,1.0,0.15666513971598717
291,0.1,1098,15770,1098,14672,1.0,0.06962587190868738
291,0.2,542,6281,542,5739,1.0,0.08629199172106353
291,0.3,342,2767,342,2425,1.0,0.12359956631731117
292,0.1,1098,11626,1098,10528,1.0,0.09444348873215207
292,0.2,542,4917,542,4375,1.0,0.11022981492780151
292,0.3,342,2310,342,1968,1.0,0.14805194805194805
293,0.1,1098,11740,1098,10642,1.0,0.09352640545144804
293,0.2,542,5240,542,4698,1.0,0.10343511450381679
293,0.3,342,2211,342,1869,1.0,0.1546811397557666
294,0.1,1098,15679,1098,14581,1.0,0.07002997640155623
294,0.2,542,5862,542,5320,1.0,0.09245991129307404
294,0.3,342,2530,342,2188,1.0,0.13517786561264822
295,0.1,1098,11936,1098,10838,1.0,0.09199061662198392
295,0.2,542,4793,542,4251,1.0,0.1130815773002295
295,0.3,342,2089,342,1747,1.0,0.16371469602680708
296,0.1,1098,11105,1098,10007,1.0,0.09887438090950022
296,0.2,542,4504,542,3962,1.0,0.12033747779751332
296,0.3,342,2165,342,1823,1.0,0.1579676674364896
297,0.1,1098,12567,1098,11469,1.0,0.08737168775364049
297,0.2,542,5251,542,4709,1.0,0.10321843458388878
297,0.3,342,2272,342,1930,1.0,0.1505281690140845
298,0.1,1098,11666,1098,10568,1.0,0.0941196639807989
298,0.2,542,4764,542,4222,1.0,0.11376994122586062
298,0.3,342,2099,342,1757,1.0,0.162934730824202
299,0.1,1098,14375,1098,13277,1.0,0.07638260869565218
299,0.2,542,5685,542,5143,1.0,0.09533861037818822
299,0.3,342,2561,342,2219,1.0,0.13354158531823507
300,0.1,1098,11386,1098,10288,1.0,0.09643421746003865
300,0.2,542,4700,542,4158,1.0,0.11531914893617021
300,0.3,342,2188,342,1846,1.0,0.1563071297989031
301,0.1,1098,10911,1098,9813,1.0,0.10063238933186693
301,0.2,542,4770,542,4228,1.0,0.11362683438155136
301,0.3,342,2298,342,1956,1.0,0.14882506527415143
302,0.1,1098,10862,1098,9764,1.0,0.10108635610384828
302,0.2,542,4533,542,3991,1.0,0.11956761526582838
302,0.3,342,2138,342,1796,1.0,0.1599625818521983
303,0.1,1098,14278,1098,13180,1.0,0.07690152682448523
303,0.2,542,5551,542,5009,1.0,0.09764006485317961
303,0.3,342,1918,342,1576,1.0,0.17831074035453598
304,0.1,1098,12399,1098,11301,1.0,0.08855552867166706
304,0.2,542,4754,542,4212,1.0,0.11400925536390408
304,0.3,342,2007,342,1665,1.0,0.17040358744394618
305,0.1,1098,10952,1098,9854,1.0,0.10025566106647188
305,0.2,542,4476,542,3934,1.0,0.12109025915996426
305,0.3,342,2126,342,1784,1.0,0.16086547507055504
306,0.1,1098,10517,1098,9419,1.0,0.1044023961205667
306,0.2,542,4331,542,3789,1.0,0.12514430847379357
306,0.3,342,1740,342,1398,1.0,0.19655172413793104
307,0.1,1098,9345,1098,8247,1.0,0.11749598715890851
307,0.2,542,4197,542,3655,1.0,0.12913986180605194
307,0.3,342,1937,342,1595,1.0,0.17656169334021682
308,0.1,1098,11754,1098,10656,1.0,0.09341500765696784
308,0.2,542,4629,542,4087,1.0,0.11708792395765824
308,0.3,342,2147,342,1805,1.0,0.1592920353982301
